%OpenBCI Raw EEG Data % %Sample Rate = 250.0 Hz %First Column = SampleIndex %Other Columns = EEG data in microvolts,,,,,,,,,,,,,,,,
-28,-1220.58,18.8,-2658.74,-5410.53,-322.49,-6372.68,353.47,-4548.51,-1220.58,18.8,-2658.74,-5410.53,-322.49,-6372.68,353.47,-4548.51
-27,-1232.59,15.22,-2667.77,-5453.67,-329.96,-6423,348.89,-4583.07,-1232.59,15.22,-2667.77,-5453.67,-329.96,-6423,348.89,-4583.07
-26,-1226.1,24.65,-2681.81,-5474.14,-312.72,-6447.63,359.86,-4595.79,-1226.1,24.65,-2681.81,-5474.14,-312.72,-6447.63,359.86,-4595.79
-25,-1252.28,15.29,-2699.55,-5517.93,-325.44,-6492.94,355.15,-4627.21,-1252.28,15.29,-2699.55,-5517.93,-325.44,-6492.94,355.15,-4627.21
-24,-1256.32,18.37,-2715.62,-5533.15,-313.37,-6511.73,364.4,-4640.13,-1256.32,18.37,-2715.62,-5533.15,-313.37,-6511.73,364.4,-4640.13
-23,-1275.75,8.36,-2728.19,-5572,-319.94,-6554.02,361.25,-4671.02,-1275.75,8.36,-2728.19,-5572,-319.94,-6554.02,361.25,-4671.02
-22,-1264.68,16.12,-2740.9,-5582.19,-315.65,-6569.8,369.47,-4679.11,-1264.68,16.12,-2740.9,-5582.19,-315.65,-6569.8,369.47,-4679.11
-21,-1279.32,10.3,-2751.16,-5616.01,-337.24,-6605.14,361.79,-4707.88,-1279.32,10.3,-2751.16,-5616.01,-337.24,-6605.14,361.79,-4707.88
-20,-1269.58,27.02,-2754.29,-5626.16,-326.49,-6615.2,373.7,-4716.6,-1269.58,27.02,-2754.29,-5626.16,-326.49,-6615.2,373.7,-4716.6
-19,-1280.93,21.66,-2772.04,-5654.79,-340.95,-6649.22,367.8,-4743.64,-1280.93,21.66,-2772.04,-5654.79,-340.95,-6649.22,367.8,-4743.64
-18,-1286.99,25.12,-2774.72,-5660.56,-328.1,-6657.22,380.56,-4752.16,-1286.99,25.12,-2774.72,-5660.56,-328.1,-6657.22,380.56,-4752.16
-17,-1298.14,6.15,-2786.5,-5682.89,-328.66,-6681.11,382.33,-4769.33,-1298.14,6.15,-2786.5,-5682.89,-328.66,-6681.11,382.33,-4769.33
